account_external_ref,external_id,client_id,total_income,total_spend,total_txn_count,gambling_spend,gambling_txn_count,gambling_days,gambling_pct_of_income,gambling_txn_pct,gambling_pct_of_spend,gambling_day_bucket,risk_score,risk_bucket,risk_reason
a077af28-8f67-410b-b3ae-99d3a11a1978,a077af28-8f67-410b-b3ae-99d3a11a1978,6CA3B90D-62E0-4BF0-939E-0516431BF75E,1118.75,-2239.62,22,-6.0,2,2,0.54,0.0909,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
715C18230EEF0DC485789B7C7D6DB59F,715C18230EEF0DC485789B7C7D6DB59F,1BD61D33-682C-4D1D-A1CB-0E6341C678C7,0.0,-4245.54,44,-85.5,4,2,0.0,0.0909,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
21C835FC49F998C7E8D7181796FA31A9,21C835FC49F998C7E8D7181796FA31A9,F21650A3-024B-48FD-B42C-B98F4F8F8779,0.0,-528.52,11,-25.0,1,1,0.0,0.0909,0.05,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
10000000000026486527,10000000000026486527,1A010E79-982C-464B-8DCF-CE8976E61DEE,0.0,-2095.77,22,-25.0,2,2,0.0,0.0909,0.01,"[0, 5)",0,🟢 Low Risk,No concerning indicators
a2c48c69-73bb-3a9b-8947-b8b7d16b8f74,a2c48c69-73bb-3a9b-8947-b8b7d16b8f74,be5ed297-5cf6-4e8a-8384-a82bc2f2db5b,17025.71,-17124.96,397,-1958.76,36,16,11.5,0.0907,0.11,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
3e08b03e-e208-445c-abb0-4bf7833a1bbe,3e08b03e-e208-445c-abb0-4bf7833a1bbe,0081878e-726a-4c9c-b90a-f1318ed6f2b5,3109.8,-4845.41,199,-400.0,18,6,12.86,0.09050000000000001,0.08,"[5, 10)",0,🟢 Low Risk,No concerning indicators
883d27c3-cc3b-4da9-855e-fb23b529b45c,883d27c3-cc3b-4da9-855e-fb23b529b45c,599320ca-cb68-4531-88b6-cb5d0b90da1e,128542.8,-128356.0,2765,-6281.8,250,15,4.89,0.0904,0.05,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
sG93Qr237k_SCz6PbslYSuxNwR7nHx2Xw_MQICES,sG93Qr237k_SCz6PbslYSuxNwR7nHx2Xw_MQICES,4175AAD8-91C5-465D-806C-94DE933ADA76,11429.68,-13539.88,376,-508.0,34,11,4.44,0.0904,0.04,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
sG93Qr237k_SCz6PbslYSuxNwR7nHx2Xw_MQICES,sG93Qr237k_SCz6PbslYSuxNwR7nHx2Xw_MQICES,a6c03ded-4e39-4834-b5dc-734128da5289,5714.84,-6769.94,188,-254.0,17,11,4.44,0.0904,0.04,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
66511e3d-a8da-3187-8850-dc9d1cd84600,66511e3d-a8da-3187-8850-dc9d1cd84600,f6222404-b914-459f-ac8f-f008e8718d2e,4272.38,-5754.62,277,-200.5,25,12,4.69,0.09029999999999999,0.03,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
2DEABC4934E306631D850A9FF82BA840,2DEABC4934E306631D850A9FF82BA840,417de142-8d09-4063-9126-8bd74e885d2b,1283.28,-2564.56,133,-332.0,12,5,25.87,0.0902,0.13,"[5, 10)",0,🟢 Low Risk,No concerning indicators
fe35c611-aa3f-3377-90cc-2d4073a4690f,fe35c611-aa3f-3377-90cc-2d4073a4690f,d2f27ac5-5999-4bab-b8a4-2036ea667b76,3227.94,-2774.98,100,-160.0,9,4,4.96,0.09,0.06,"[0, 5)",0,🟢 Low Risk,No concerning indicators
fe35c611-aa3f-3377-90cc-2d4073a4690f,fe35c611-aa3f-3377-90cc-2d4073a4690f,48e3f7dc-4d0a-4f77-9401-88267ec79cc9,3227.94,-2774.98,100,-160.0,9,4,4.96,0.09,0.06,"[0, 5)",0,🟢 Low Risk,No concerning indicators
aa7931b7-e7fc-335a-867f-9f8a68b9009f,aa7931b7-e7fc-335a-867f-9f8a68b9009f,04ff61ea-14ac-4850-83b8-1122eab7bd42,3201.52,-3229.63,89,-380.0,8,3,11.87,0.08990000000000001,0.12,"[0, 5)",0,🟢 Low Risk,No concerning indicators
bPc9gR2GQt0mk_jYYoUmCBPSMU-LxUD4ooawoPsw,bPc9gR2GQt0mk_jYYoUmCBPSMU-LxUD4ooawoPsw,3cdd9e70-c0b6-4276-87f6-8f090b62e506,5277.45,-5112.39,78,-120.0,7,3,2.27,0.0897,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000027211989,10000000000027211989,d3803b0a-832a-4e81-a25b-7aab80a44908,2550.7,-2650.92,67,-58.91,6,5,2.31,0.08960000000000001,0.02,"[5, 10)",0,🟢 Low Risk,No concerning indicators
5D74074EC682E6199BE0F4CEA8B37464,5D74074EC682E6199BE0F4CEA8B37464,1da4c290-2d3d-4d55-86d6-7119f6a15fd6,12756.43,-12811.54,470,-1212.0,42,3,9.5,0.0894,0.09,"[0, 5)",1,🟢 Mild,High transaction count (>200)
505F08CB4C1623D4555CD0F6C9075C25,505F08CB4C1623D4555CD0F6C9075C25,46ffc6e3-0bf1-43d2-bd94-84d5f03a16a6,4853.15,-2996.33,123,-97.5,11,7,2.01,0.0894,0.03,"[5, 10)",0,🟢 Low Risk,No concerning indicators
10000000000026548450,10000000000026548450,0E88D048-835C-4ED4-BF51-88FA1ED76C8C,50.0,-1295.77,56,-20.9,5,5,41.8,0.08929999999999999,0.02,"[5, 10)",0,🟢 Low Risk,No concerning indicators
d4ae9251-db6f-46a9-a0ef-31a5173e1662,d4ae9251-db6f-46a9-a0ef-31a5173e1662,6f2ab648-f4e4-4834-a5ec-80d7bb560bbb,6905.3,-8618.94,112,-640.0,10,5,9.27,0.08929999999999999,0.07,"[5, 10)",0,🟢 Low Risk,No concerning indicators
baaf6a10-00e7-3dfb-b0dd-179585c15285,baaf6a10-00e7-3dfb-b0dd-179585c15285,28533E22-C7CA-40C2-AE7B-58FBEEBFA796,210.32,-226.33,56,-15.5,5,2,7.37,0.08929999999999999,0.07,"[0, 5)",0,🟢 Low Risk,No concerning indicators
2ee8dbca-f0df-4254-91eb-47f953bbc703,2ee8dbca-f0df-4254-91eb-47f953bbc703,519485a5-d6aa-4c31-976d-e7f56f4ff48d,7220.18,-7220.74,314,-709.84,28,5,9.83,0.0892,0.1,"[5, 10)",1,🟢 Mild,High transaction count (>200)
5345cbdb-5eca-3e37-9792-712991b1d013,5345cbdb-5eca-3e37-9792-712991b1d013,3CE7792E-1BE3-43C3-AF55-90C5EE821CEA,2833.0,-3776.12,101,-98.0,9,8,3.46,0.0891,0.03,"[5, 10)",0,🟢 Low Risk,No concerning indicators
acc_0000Apq9JDI2rf5KF9kkZH,acc_0000Apq9JDI2rf5KF9kkZH,22ee1608-b359-4add-bc77-56a9eb7d00d2,7479.9,-8509.13,281,-2040.05,25,4,27.27,0.08900000000000001,0.24,"[0, 5)",1,🟢 Mild,High transaction count (>200)
10000000000023627920,10000000000023627920,cf2e1205-0367-4104-bb17-f49ad7c09f79,54824.92,-56748.4,540,-920.0,48,11,1.68,0.0889,0.02,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
10000000000023627920,10000000000023627920,BF06B6A4-54FE-4096-AEA2-1DDB03A5F471,27412.46,-28374.2,270,-460.0,24,11,1.68,0.0889,0.02,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
acc_00009sN6sXRrF9es453rCE,acc_00009sN6sXRrF9es453rCE,a29cddc2-2964-45de-a203-ae049587f4a8,7951.25,-7952.25,135,-67.0,12,12,0.84,0.0889,0.01,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
10000000000020624759,10000000000020624759,D509275E-3C69-4606-9010-B8E4695DD9EA,28151.04,-27620.82,586,-1336.7,52,14,4.75,0.08869999999999999,0.05,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
acc_0000AoKyJAizEbONEhnpbN,acc_0000AoKyJAizEbONEhnpbN,7cf5075e-d371-4e7a-ad17-054ff9173699,8553.74,-8553.2,271,-574.0,24,12,6.71,0.0886,0.07,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
9976b5ae-c852-35c3-9a7f-82da2b4ff310,9976b5ae-c852-35c3-9a7f-82da2b4ff310,b8cfcd81-a1cf-4cc6-8999-2e4c7e796621,12545.56,-15403.22,226,-239.0,20,8,1.91,0.0885,0.02,"[5, 10)",1,🟢 Mild,High transaction count (>200)
9976b5ae-c852-35c3-9a7f-82da2b4ff310,9976b5ae-c852-35c3-9a7f-82da2b4ff310,4eddc31c-b859-4644-ba20-5f53bbdc95b9,6272.78,-7701.61,113,-119.5,10,8,1.91,0.0885,0.02,"[5, 10)",0,🟢 Low Risk,No concerning indicators
89e7cff0-a320-39d3-88a8-2eb4161fba50,89e7cff0-a320-39d3-88a8-2eb4161fba50,a3544b0f-43be-4e47-b3ba-334b96155edd,5553.12,-5628.05,249,-130.28,22,16,2.35,0.08839999999999999,0.02,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
3aab4e78-5ecd-3a1d-8c77-53864023979c,3aab4e78-5ecd-3a1d-8c77-53864023979c,ad46b035-7cd0-4694-ac4b-924d08be4680,16922.31,-18904.2,951,-604.14,84,12,3.57,0.0883,0.03,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
10000000000025601183,10000000000025601183,29ce6b55-8bb8-42bd-a9c0-a45dfbda6d3c,324.75,-432.12,34,-113.0,3,3,34.8,0.0882,0.26,"[0, 5)",0,🟢 Low Risk,No concerning indicators
41ce0460-de5e-3773-84a1-2ad21e3e6c41,41ce0460-de5e-3773-84a1-2ad21e3e6c41,246d50a0-27d3-480a-abd5-bbd5e2c2fa81,6198.12,-4848.62,68,-55.0,6,5,0.89,0.0882,0.01,"[5, 10)",0,🟢 Low Risk,No concerning indicators
41ce0460-de5e-3773-84a1-2ad21e3e6c41,41ce0460-de5e-3773-84a1-2ad21e3e6c41,5B0FEF4C-B9D3-42ED-A8A3-57074861E932,6198.12,-4848.62,68,-55.0,6,5,0.89,0.0882,0.01,"[5, 10)",0,🟢 Low Risk,No concerning indicators
622A193898998AC7CE003F96486B21DF,622A193898998AC7CE003F96486B21DF,c7de948b-eecd-4503-b5f3-6b10ac8165aa,3127.81,-3179.01,159,-250.0,14,7,7.99,0.08810000000000001,0.08,"[5, 10)",0,🟢 Low Risk,No concerning indicators
bada26af-c918-349d-835e-2bdd44507906,bada26af-c918-349d-835e-2bdd44507906,44b3f483-386c-4f1d-ae1c-36a3300bf6e0,16484.88,-15363.24,636,-460.0,56,9,2.79,0.08810000000000001,0.03,"[5, 10)",1,🟢 Mild,High transaction count (>200)
BF4F5F3B50E1C7CE0895CA56CF7F5111,BF4F5F3B50E1C7CE0895CA56CF7F5111,0EBC4ECF-2B9B-4F6E-A695-FC7CF6100F5B,21762.4,-53398.16,1000,-2960.0,88,7,13.6,0.08800000000000001,0.06,"[5, 10)",1,🟢 Mild,High transaction count (>200)
10000000000016974333,10000000000016974333,1abeff78-52c8-4305-8ad5-24e8295634db,2576.78,-3034.82,125,-114.0,11,7,4.42,0.08800000000000001,0.04,"[5, 10)",0,🟢 Low Risk,No concerning indicators
405cd615-b2e2-3cb8-a434-7cfb3fa90886,405cd615-b2e2-3cb8-a434-7cfb3fa90886,088BD6FA-FAFB-4D26-937B-5F70B485BF54,3095.26,-3683.16,125,-39.5,11,10,1.28,0.08800000000000001,0.01,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
405cd615-b2e2-3cb8-a434-7cfb3fa90886,405cd615-b2e2-3cb8-a434-7cfb3fa90886,ee58a560-e2d1-426f-954d-45aea54f5e39,3095.26,-3683.16,125,-39.5,11,10,1.28,0.08800000000000001,0.01,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
375132c7-8cf0-4ac5-be19-13a8446944a0,375132c7-8cf0-4ac5-be19-13a8446944a0,e9e988ed-c0cc-482b-bbec-a487832c8ece,85620.68,-85620.68,3912,-6236.16,344,39,7.28,0.08789999999999999,0.07,"[35, 40)",2,🟡 Medium,"High transaction count (>200), Gambled on ≥20 days"
44276E05675FC016C60546DB31E2D91F,44276E05675FC016C60546DB31E2D91F,2e3ce4dc-e288-4d5d-813c-ed9a4aa585a7,3681.8,-3709.88,205,-457.0,18,6,12.41,0.08779999999999999,0.12,"[5, 10)",1,🟢 Mild,High transaction count (>200)
WeiDxP0OvQDxi6hSNj-us1vVaaGapcJf6O7tzsc2,WeiDxP0OvQDxi6hSNj-us1vVaaGapcJf6O7tzsc2,33dbc3b7-c6e4-4a7e-9a3d-c944b181bff1,3582.73,-4767.2,262,-125.16,23,14,3.49,0.08779999999999999,0.03,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
5FF1D61E629AC353CFCB01B76E09E6B7,5FF1D61E629AC353CFCB01B76E09E6B7,0EDF0C05-7FC5-4D21-A405-567D410E0762,4182.42,-4182.42,228,-202.4,20,9,4.84,0.0877,0.05,"[5, 10)",1,🟢 Mild,High transaction count (>200)
5FF1D61E629AC353CFCB01B76E09E6B7,5FF1D61E629AC353CFCB01B76E09E6B7,ffbd7d67-c3da-44ff-ae32-3a31c3f51e1c,2091.21,-2091.21,114,-101.2,10,9,4.84,0.0877,0.05,"[5, 10)",0,🟢 Low Risk,No concerning indicators
10000000000020652433,10000000000020652433,E40358DB-683C-4DE2-B60E-B35D40CD2769,46198.02,-46185.06,1368,-2018.76,120,12,4.37,0.0877,0.04,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
fcf12b78-f74a-372f-a524-7c8b49dfe1c5,fcf12b78-f74a-372f-a524-7c8b49dfe1c5,e1cabb0b-5c81-4ecb-b41e-f69073ff0cf1,1612.73,-1629.24,57,-56.75,5,3,3.52,0.0877,0.03,"[0, 5)",0,🟢 Low Risk,No concerning indicators
2eefd812-e5fc-3cbc-984d-2ea99d4ef503,2eefd812-e5fc-3cbc-984d-2ea99d4ef503,f5584745-4f21-4b1c-a33d-46584d0fd489,19516.72,-21562.18,730,-631.76,64,16,3.24,0.0877,0.03,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
bf823610-bdad-44df-9cb4-a8c4402b37f8,bf823610-bdad-44df-9cb4-a8c4402b37f8,825B8463-5DC5-4D96-BEDA-3EED86FEBFF4,13852.08,-10473.4,228,-284.0,20,3,2.05,0.0877,0.03,"[0, 5)",1,🟢 Mild,High transaction count (>200)
c2499f67-c40f-3055-aedf-17b455168779,c2499f67-c40f-3055-aedf-17b455168779,89e370b3-e446-48c4-88b3-e89f8fd58603,2865.22,-2913.29,217,-226.0,19,7,7.89,0.0876,0.08,"[5, 10)",1,🟢 Mild,High transaction count (>200)
acc_00009VEs80iIbKQrWHKntx,acc_00009VEs80iIbKQrWHKntx,bbaa1a9b-7441-49ec-a8e0-52828fcce74a,6767.89,-7275.24,194,-343.0,17,10,5.07,0.0876,0.05,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
6WTki-LUONGHzCDB6qSNUqxihAaQ87k4fXm6X5tL,6WTki-LUONGHzCDB6qSNUqxihAaQ87k4fXm6X5tL,32f7f360-ad2c-4e31-931a-076cda0776ae,1158.74,-1761.26,80,-82.25,7,5,7.1,0.0875,0.05,"[5, 10)",0,🟢 Low Risk,No concerning indicators
9065acb4-040c-34ae-a00c-799021ab060f,9065acb4-040c-34ae-a00c-799021ab060f,f2b8aba5-78d0-4d2f-8963-36bbdaf1db17,2194.62,-5923.12,160,-70.0,14,5,3.19,0.0875,0.01,"[5, 10)",0,🟢 Low Risk,No concerning indicators
9065acb4-040c-34ae-a00c-799021ab060f,9065acb4-040c-34ae-a00c-799021ab060f,ae10181e-f461-49b0-8918-ae498020ed37,1097.31,-2961.56,80,-35.0,7,5,3.19,0.0875,0.01,"[5, 10)",0,🟢 Low Risk,No concerning indicators
13b3f109-2827-3487-9b94-b313f3e61576,13b3f109-2827-3487-9b94-b313f3e61576,af6c7b61-5833-4da7-9356-6b43c453863a,130.59,-1290.91,103,-65.0,9,4,49.77,0.0874,0.05,"[0, 5)",0,🟢 Low Risk,No concerning indicators
9c3ea768-16b9-4f84-a0c8-de19489b0f2a,9c3ea768-16b9-4f84-a0c8-de19489b0f2a,21b7c9e5-65c5-4aff-9016-0db4f95f70af,4766.42,-4765.1,206,-494.99,18,4,10.38,0.0874,0.1,"[0, 5)",1,🟢 Mild,High transaction count (>200)
3666F2B0F8EA11551F11534BDA9D4975,3666F2B0F8EA11551F11534BDA9D4975,D3372CA5-1A9C-4B50-BD73-D68536206B91,144911.68,-123247.36,1008,-1672.0,88,8,1.15,0.0873,0.01,"[5, 10)",1,🟢 Mild,High transaction count (>200)
1001f20a-a358-3384-a9e9-bd3bdff3fd6d,1001f20a-a358-3384-a9e9-bd3bdff3fd6d,ee26aa36-7b28-4edd-849d-f7263db10e14,3462.66,-3502.06,172,-226.0,15,7,6.53,0.0872,0.06,"[5, 10)",0,🟢 Low Risk,No concerning indicators
594337be-3509-458b-86a5-ac524feba081,594337be-3509-458b-86a5-ac524feba081,7FAF131D-3709-41B9-AC05-8255C129B79C,35312.55,-36260.82,894,-2215.5,78,12,6.27,0.0872,0.06,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
594337be-3509-458b-86a5-ac524feba081,594337be-3509-458b-86a5-ac524feba081,585d0ab9-96a6-41fe-a4c0-d71e802e21d3,11770.85,-12086.94,298,-738.5,26,12,6.27,0.0872,0.06,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
9B13865AFE681EF9204B238F0B749E0D,9B13865AFE681EF9204B238F0B749E0D,806c795f-a529-4640-87bc-7e66337f0f62,3940.59,-4055.86,195,-24.59,17,15,0.62,0.0872,0.01,"[15, 20)",0,🟢 Low Risk,Gambled on 10–19 days
21f2d275-964b-46d7-87ab-ff6bdf237aca,21f2d275-964b-46d7-87ab-ff6bdf237aca,422DD070-0BA9-4183-9A93-7B9FD7034360,3477.02,-5472.26,138,-802.94,12,3,23.09,0.087,0.15,"[0, 5)",0,🟢 Low Risk,No concerning indicators
C9E10527FD9B4C02BE377C28FAB0DA5F,C9E10527FD9B4C02BE377C28FAB0DA5F,73dd680a-9518-4585-8793-71e5612f2743,84.98,-110.87,23,-10.0,2,1,11.77,0.087,0.09,"[0, 5)",0,🟢 Low Risk,No concerning indicators
9b5dc015-eb85-44c7-b3ff-ea6023c67c9c,9b5dc015-eb85-44c7-b3ff-ea6023c67c9c,1df8e50f-da7c-4640-8b97-b773f96caeb6,234.68,-351.68,46,-20.0,4,2,8.52,0.087,0.06,"[0, 5)",0,🟢 Low Risk,No concerning indicators
3de37482-12af-47f8-a858-c9ee6923955c,3de37482-12af-47f8-a858-c9ee6923955c,9606b9e7-d533-4c12-89fd-29442123fab0,3075.02,-3075.02,276,-240.0,24,3,7.8,0.087,0.08,"[0, 5)",1,🟢 Mild,High transaction count (>200)
efb2b36a-5839-4516-bf20-c6d19dcf942c,efb2b36a-5839-4516-bf20-c6d19dcf942c,a6094fa7-869b-4980-82c1-6f7d08a0ffec,8175.0,-14783.95,460,-378.8,40,5,4.63,0.087,0.03,"[5, 10)",1,🟢 Mild,High transaction count (>200)
56489d92-f51e-4e88-8e55-e03ba0d6fbcf,56489d92-f51e-4e88-8e55-e03ba0d6fbcf,4a2e307a-c87d-4769-a90f-760e59d5cb59,608.44,-828.52,92,-18.72,8,1,3.08,0.087,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
JDVFELfbCAY9Fa96ASwNxA,JDVFELfbCAY9Fa96ASwNxA,F805AE2F-4276-4D1C-AA3D-2E46A2A505BF,2039.56,-8046.7,46,-44.5,4,2,2.18,0.087,0.01,"[0, 5)",0,🟢 Low Risk,No concerning indicators
e792bca7-a333-3fc7-b6c2-318a906c5a5f,e792bca7-a333-3fc7-b6c2-318a906c5a5f,9AC3B052-7689-4762-A292-9E39BDCF4983,7372.0,-6863.2,138,-159.0,12,6,2.16,0.087,0.02,"[5, 10)",0,🟢 Low Risk,No concerning indicators
8708b27d-60e4-30a0-aa74-1e815b9d7962,8708b27d-60e4-30a0-aa74-1e815b9d7962,5b795245-d97e-4a31-8c4c-9de335bc3737,9222.91,-8600.15,184,-166.4,16,15,1.8,0.087,0.02,"[15, 20)",0,🟢 Low Risk,Gambled on 10–19 days
2A646AAA021B16441CFE43E803C3D0F2,2A646AAA021B16441CFE43E803C3D0F2,c3821619-c448-42e7-a0ee-520a888a9e78,4747.26,-5063.07,161,-70.0,14,11,1.47,0.087,0.01,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
95DA1EA851808760D62C0621992D994D,95DA1EA851808760D62C0621992D994D,82a23e3b-9a6b-45c2-8555-a46af9d187db,20607.78,-20223.56,184,-160.0,16,8,0.78,0.087,0.01,"[5, 10)",0,🟢 Low Risk,No concerning indicators
C0C0188D1396B52B970B339715660F68,C0C0188D1396B52B970B339715660F68,525c2129-00a7-4238-9587-8e757052990a,9570.43,-11560.84,449,-420.8,39,21,4.4,0.08689999999999999,0.04,"[20, 25)",2,🟡 Medium,"High transaction count (>200), Gambled on ≥20 days"
3511caea-d6e8-3746-a12e-a6a80af12e98,3511caea-d6e8-3746-a12e-a6a80af12e98,25647466-415a-46be-ab22-79ee9a00090e,65766.72,-65857.88,346,-4570.0,30,5,6.95,0.0867,0.07,"[5, 10)",1,🟢 Mild,High transaction count (>200)
19928615-5331-4158-9095-2933e8500335,19928615-5331-4158-9095-2933e8500335,f796dfd1-bf3b-45f9-886f-d6b463e5e439,2379.13,-2483.32,104,-119.0,9,5,5.0,0.08650000000000001,0.05,"[5, 10)",0,🟢 Low Risk,No concerning indicators
da6a7c6d-d2cb-3cf9-b598-ad94bd54375d,da6a7c6d-d2cb-3cf9-b598-ad94bd54375d,da8caad9-afff-4258-a664-b914147a6058,4054.12,-7285.69,255,-464.1,22,19,11.45,0.0863,0.06,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
ebf65d46-00a4-379f-bcfa-0c21a1032178,ebf65d46-00a4-379f-bcfa-0c21a1032178,44ba5c43-e7c1-4ed5-a2c7-ea2bde672d98,7668.79,-7921.81,197,-228.41,17,9,2.98,0.0863,0.03,"[5, 10)",0,🟢 Low Risk,No concerning indicators
348D205D0D379B60CFFE78E1EB46A006,348D205D0D379B60CFFE78E1EB46A006,782e3ef0-dcaf-48bc-b48a-fa2c2b8729ce,2205.58,-2197.27,58,-80.0,5,4,3.63,0.0862,0.04,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009Ze3VdBZrzezFQ0pHN,acc_00009Ze3VdBZrzezFQ0pHN,ce6c43d4-6dfe-4eda-b428-3473d89154be,26118.6,-26118.6,755,-600.0,65,5,2.3,0.0861,0.02,"[5, 10)",1,🟢 Mild,High transaction count (>200)
3b626c01-4da7-395e-9bd5-d88f097924a8,3b626c01-4da7-395e-9bd5-d88f097924a8,d65a317b-4732-4c0b-a16f-29e56e638047,9502.08,-9806.49,558,-270.0,48,11,2.84,0.086,0.03,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
acc_0000AKAixWKdO9m7bO9qaY,acc_0000AKAixWKdO9m7bO9qaY,78F933BA-C423-4442-B412-091A70359333,3250.9,-3123.0,93,-55.0,8,8,1.69,0.086,0.02,"[5, 10)",0,🟢 Low Risk,No concerning indicators
d5660c7d-fa52-4589-b912-2d272c3b3eab,d5660c7d-fa52-4589-b912-2d272c3b3eab,13d93808-55d5-4b51-b980-c7246d67115f,5837.28,-5837.07,420,-1058.5,36,12,18.13,0.0857,0.18,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
2578CCBFA8619FC6027B91CA604618D8,2578CCBFA8619FC6027B91CA604618D8,5fae72ee-2002-48a6-8232-88b64ce56127,2590.92,-4165.62,70,-338.0,6,4,13.05,0.0857,0.08,"[0, 5)",0,🟢 Low Risk,No concerning indicators
338671,338671,0198806b-0d2b-4721-a593-04ca91298a4d,3714.26,-4359.58,140,-214.28,12,6,5.77,0.0857,0.05,"[5, 10)",0,🟢 Low Risk,No concerning indicators
acc_00009gVKCBH7gqwZWKlELh,acc_00009gVKCBH7gqwZWKlELh,42d645d5-7c25-40c0-92e8-65cafc8995f7,9184.82,-9174.91,327,-937.24,28,7,10.2,0.08560000000000001,0.1,"[5, 10)",1,🟢 Mild,High transaction count (>200)
10000000000019565400,10000000000019565400,09bf1d89-5f09-46de-9227-43bf76c5a218,9359.61,-9372.11,222,-135.0,19,16,1.44,0.08560000000000001,0.01,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
10000000000018306425,10000000000018306425,DA0A4FDD-6D05-43C7-AA5C-C98C5BE0A6EA,5957.73,-5928.65,164,-427.0,14,5,7.17,0.08539999999999999,0.07,"[5, 10)",0,🟢 Low Risk,No concerning indicators
d6dbbf39-bbc6-436d-97f7-69196ee71e31,d6dbbf39-bbc6-436d-97f7-69196ee71e31,3749eb32-84ca-42db-bccf-5c6062c0d019,99923.88,-99582.56,5824,-4420.0,496,28,4.42,0.0852,0.04,"[25, 30)",2,🟡 Medium,"High transaction count (>200), Gambled on ≥20 days"
10000000000025196831,10000000000025196831,7c5c855a-444d-4ed7-8718-889c99559a62,641.62,-1312.66,94,-185.0,8,6,28.83,0.0851,0.14,"[5, 10)",0,🟢 Low Risk,No concerning indicators
10000000000027691950,10000000000027691950,34e512ea-b62e-43f6-90e1-e4e0c2062ca4,1469.5,-1442.25,141,-85.0,12,11,5.78,0.0851,0.06,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
804ae6dd-004c-325e-b181-0584c8100945,804ae6dd-004c-325e-b181-0584c8100945,fe2d273e-1d74-4825-9360-e2d88449f529,47338.24,-44788.28,752,-552.68,64,15,1.17,0.0851,0.01,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
b8a558a8-47f0-3a26-a84f-d9aaf04f608c,b8a558a8-47f0-3a26-a84f-d9aaf04f608c,2b8b21a0-0b57-4932-94a6-7ce725b00fd2,6644.94,-6644.94,318,-180.0,27,6,2.71,0.0849,0.03,"[5, 10)",1,🟢 Mild,High transaction count (>200)
acc_0000AdiMMrdGWDDnLPovvl,acc_0000AdiMMrdGWDDnLPovvl,6b24a49f-7553-42f7-a587-2090847a10cf,9272.99,-9272.99,224,-325.0,19,7,3.5,0.0848,0.04,"[5, 10)",1,🟢 Mild,High transaction count (>200)
dfec1f0c-2e82-445a-8595-ee8c8cb78c3b,dfec1f0c-2e82-445a-8595-ee8c8cb78c3b,ded3de72-f8f8-4528-8741-cbb7fe0ce83b,16621.37,-16620.77,649,-2081.29,55,23,12.52,0.08470000000000001,0.13,"[20, 25)",2,🟡 Medium,"High transaction count (>200), Gambled on ≥20 days"
ac7708bf-68b4-3531-b154-231eb947bfb3,ac7708bf-68b4-3531-b154-231eb947bfb3,E7B9AA69-5C1A-44F4-A622-918DBF84F8F3,615.98,-1214.48,59,-40.0,5,3,6.49,0.08470000000000001,0.03,"[0, 5)",0,🟢 Low Risk,No concerning indicators
14e21bc5-af00-471b-8f4e-52e462fe9260,14e21bc5-af00-471b-8f4e-52e462fe9260,b96a7b71-d254-41d7-84be-85ee535d5e07,599.65,-1050.87,59,-35.0,5,2,5.84,0.08470000000000001,0.03,"[0, 5)",0,🟢 Low Risk,No concerning indicators
