account_external_ref,external_id,client_id,total_income,total_spend,total_txn_count,gambling_spend,gambling_txn_count,gambling_days,gambling_pct_of_income,gambling_txn_pct,gambling_pct_of_spend,gambling_day_bucket,risk_score,risk_bucket,risk_reason
F0829819A47B0DB7DA5630B16EC87F24,F0829819A47B0DB7DA5630B16EC87F24,0F09A6D2-632C-459B-A1D7-64D970F62C25,841.04,-1192.65,33,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009QcHi8lOsqhUDPcghl,acc_00009QcHi8lOsqhUDPcghl,a2b2da08-df3e-452c-92ea-6890dc82d917,5054.05,-5374.23,271,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
decf059f-d2d6-4d6d-ad88-75170c76ef26,decf059f-d2d6-4d6d-ad88-75170c76ef26,665cb77b-c037-4ba8-9b15-1c656c0ca788,3788.82,-4029.91,178,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000027388712,10000000000027388712,6d1b3c6e-f277-48a4-b951-53d8a6191b04,13174.0,-23656.95,580,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
7D9C05237510E421811C46F71921836E,7D9C05237510E421811C46F71921836E,9a330a1d-2d81-4f27-a778-92900c926927,4307.12,-6946.94,392,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
fa927501-d594-39a1-80a1-c92b39742a39,fa927501-d594-39a1-80a1-c92b39742a39,28acf150-e60a-498f-b9fc-fe6a57639aed,808.0,-1060.0,36,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
b898bb2d-c609-31bd-98be-881164c21658,b898bb2d-c609-31bd-98be-881164c21658,3db652c7-290c-44b5-92d2-958b83c71c59,8983.2,-10369.53,237,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
74002adb-2719-3c3f-893b-5cb032276254,74002adb-2719-3c3f-893b-5cb032276254,fdf37de4-9ea2-4ae4-9897-38f139d828b9,3715.28,-3628.15,119,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
5fbb7aaa-b329-3a79-95b6-6b2c7cbce67d,5fbb7aaa-b329-3a79-95b6-6b2c7cbce67d,dc695e6d-f3f6-4f21-83fa-5e18b33fc05b,96.06,-768.94,44,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
d958fb91-b81b-36b4-8523-4b29b177da37,d958fb91-b81b-36b4-8523-4b29b177da37,5f70161e-8d5e-4823-815f-23ee0303f067,1950.0,-2300.0,105,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026804636,10000000000026804636,2D7BEDA2-CB75-46D4-A38F-EA12891AC7D3,4650.0,-4867.83,36,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_0000AkT7X8OQy4JUUPv2aw,acc_0000AkT7X8OQy4JUUPv2aw,7c9a34aa-6e7c-4621-a375-e5a3b30bb0d0,0.0,-160.18,8,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
a56b10dd-41c2-3379-b8a4-27c212695c5a,a56b10dd-41c2-3379-b8a4-27c212695c5a,097f782e-fdce-4d94-8122-173893da5620,170.0,-170.11,8,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
20599511-b1c9-36ec-99ee-53c5b1be4093,20599511-b1c9-36ec-99ee-53c5b1be4093,33E1EA8F-4FDC-4D87-8B06-E64844623DE4,570.0,-764.66,13,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
9ae7b05d-6076-32bc-be6e-35a37fa5c559,9ae7b05d-6076-32bc-be6e-35a37fa5c559,45DB0BC4-AFF3-49C3-9C99-E9A8092630EB,0.0,-387.16,6,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
acc_0000AbAPAqChbYNPiVTi8S,acc_0000AbAPAqChbYNPiVTi8S,D93D7998-DF55-4A3D-9D10-5745A0108737,520.0,-518.94,60,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
eaecc2cf-9dff-4b07-bd1a-5f023da691ac,eaecc2cf-9dff-4b07-bd1a-5f023da691ac,2e275e77-d5cc-46b1-8c54-6b1c5d6ed90e,19589.31,-19578.24,762,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
10000000000026325521,10000000000026325521,42daeb5a-e800-4551-a57e-c16fdcc42e1c,2003.67,-1823.9,39,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
TNOCOmokJI86gD1vKq1oDRPHxvn59ufhu_I9OCtf,TNOCOmokJI86gD1vKq1oDRPHxvn59ufhu_I9OCtf,4ec067c9-d76c-4426-94da-22002b11c44f,464.18,-522.66,33,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
1065a8cf-796d-4ee8-a515-30aa681b6caa,1065a8cf-796d-4ee8-a515-30aa681b6caa,5fa72bc8-696f-40da-831e-1a2df6b70c13,2307.75,-2181.05,133,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
_uKo56fSqPsdDIe8qUhOXw,_uKo56fSqPsdDIe8qUhOXw,45dbe198-25b3-41ab-8e20-02a7674e9493,283.99,-933.94,43,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009sRMUn1o2h2GxopnTG,acc_00009sRMUn1o2h2GxopnTG,46624617-c223-4427-adf5-324fd2c112a5,6528.74,-6528.58,293,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
BD3F28305D567582FE679FAB958E387A,BD3F28305D567582FE679FAB958E387A,1b4d2b10-53b9-4744-b8c6-0cf3bbee1ac2,1550.0,-1793.1,12,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
8fff3966-7ddc-49b3-8830-f9e2e92db7d2,8fff3966-7ddc-49b3-8830-f9e2e92db7d2,58472201-2f04-43e2-a5bc-2910969e603f,8504.38,-10234.72,268,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
0eb5e81b-7ba8-4b2b-9eda-ede2a1f106e4,0eb5e81b-7ba8-4b2b-9eda-ede2a1f106e4,95417a77-50e1-466b-b71d-1faa8fb9e503,6190.72,-6274.54,186,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
5f575853-ecc0-30cb-869c-8c357138a1f4,5f575853-ecc0-30cb-869c-8c357138a1f4,578a45c4-68d4-40fd-9034-7af49f2dce76,498.0,-1507.11,117,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
c6979028-75d5-4f24-bb6e-d3952e3b0b67,c6979028-75d5-4f24-bb6e-d3952e3b0b67,E6C8E062-4045-4DB4-88B9-9CBCBA8DBCB7,13115.1,-13317.79,115,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
7bf8efb9-cfad-3e13-bbaa-9fd3d04b38b3,7bf8efb9-cfad-3e13-bbaa-9fd3d04b38b3,382f5daa-a4c0-41c4-b67f-a4b52c7e10b7,325.0,-325.0,29,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
41F43C877F9EECD0E983D7625579C87F,41F43C877F9EECD0E983D7625579C87F,82a23e3b-9a6b-45c2-8555-a46af9d187db,8931.55,-8708.12,108,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026818128,10000000000026818128,951b962f-de3e-4b91-acb8-cc8dd04a2908,90723.81,-118175.69,102,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
efb35af0-5fd1-3818-a1b6-d2d328e81bc3,efb35af0-5fd1-3818-a1b6-d2d328e81bc3,7b1acedb-3b45-4e90-a676-c5aeecc5396b,1781.88,-1797.12,114,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
FE3BB9FF23BD2FFA96ABC22C2D24CAE2,FE3BB9FF23BD2FFA96ABC22C2D24CAE2,79a42e16-2a9b-45d8-8f6e-21ce7e7d2c5b,1496.72,-1535.87,29,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000027070355,10000000000027070355,c19e5161-fae3-4842-ac42-4b64cc24f782,4506.49,-4306.57,99,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
9C36C97288F5EB0F82B2DA97A8522FFD,9C36C97288F5EB0F82B2DA97A8522FFD,75609D76-3663-4FD1-96F7-0584AB490CCB,0.0,-177.79,11,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
GAFJVOwheyCALydiPxVwaQ,GAFJVOwheyCALydiPxVwaQ,7ACBC61B-2834-48CC-9F6A-FD5EC94CC122,101.04,-101.04,6,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
1ca87bd4-5ae1-4f0d-b40b-0e1edf82324c,1ca87bd4-5ae1-4f0d-b40b-0e1edf82324c,70858698-5480-40a3-ad1a-6e900d05851e,40.0,-40.0,4,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
acc_0000AfbdpYEIARPzP4VQiA,acc_0000AfbdpYEIARPzP4VQiA,872fd4c4-0be6-436d-9029-974c7ed54a78,1549.0,-1557.62,12,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
C3EA381D5BAD5F017CD3AA2B035A421D,C3EA381D5BAD5F017CD3AA2B035A421D,4041d9bf-96b4-4b94-85be-ac6faf3d2d14,2786.88,-4100.0,246,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
ICuUPKg2S9nXWDMfe4TKbkDDqI9GUEJx4CJ3Fhef,ICuUPKg2S9nXWDMfe4TKbkDDqI9GUEJx4CJ3Fhef,33a3a065-99da-40d8-a5f8-fde3a0f759b2,4343.77,-4378.78,120,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
96D5CE1B2B3E54EEACE901A83F8CF1EC,96D5CE1B2B3E54EEACE901A83F8CF1EC,1f9cd756-97d1-4d16-b4f5-adb68077bc42,8038.93,-8040.08,146,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
59a63095-4507-3ca1-8586-706a091a4f41,59a63095-4507-3ca1-8586-706a091a4f41,676453cd-27b6-4a97-aadf-a9057a786b65,2321.23,-2427.12,99,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
WbyhG-dy7AkJm-JiIcM4xRcaGW9GrXFQRiFY0B1I,WbyhG-dy7AkJm-JiIcM4xRcaGW9GrXFQRiFY0B1I,2387e80c-8f14-4530-ac35-51e1400d5af8,6440.61,-6481.24,121,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
jVtBmbzCQUKl7fMRfCWJVbeoPKc1Q2fKVYqo_hvl,jVtBmbzCQUKl7fMRfCWJVbeoPKc1Q2fKVYqo_hvl,be875c5b-1c7c-4e4e-bc23-9f029c2d2907,8084.46,-10851.16,286,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
ec5bb498-91c5-3a53-9d8a-ea40fdb0e9f6,ec5bb498-91c5-3a53-9d8a-ea40fdb0e9f6,10417ED4-9A4A-4AF6-AA56-9B9DE331A8AA,8216.02,-8697.2,240,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
1b71bd6f-8483-4be7-a5bd-51f0e4a9a92d,1b71bd6f-8483-4be7-a5bd-51f0e4a9a92d,c88a4e45-d854-4078-ba49-8fc925329923,4530.87,-5504.46,191,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
49140c80-d0ae-413c-86e8-c228002b67b5,49140c80-d0ae-413c-86e8-c228002b67b5,14d93903-2fd2-448c-a66e-3f10ce0a8022,513.46,-513.46,46,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
D09C090A01F10501168FC50AA6D623FE,D09C090A01F10501168FC50AA6D623FE,5A070A74-626F-4375-98D1-70A5F00EAA62,3715.75,-3273.29,30,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026843802,10000000000026843802,d670c6d3-6851-4f45-872e-56fd7a1c11fd,2402.64,-2114.5,66,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000021455272,10000000000021455272,df7a9bd6-8f33-4fa6-9904-eff2c2e06ba5,5076.38,-5076.76,188,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
f1486cd3-2909-3a48-8408-feb1b92eff94,f1486cd3-2909-3a48-8408-feb1b92eff94,c5076d57-b50b-4161-844b-c09fba5b732c,132.0,-132.0,7,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
10000000000026388772,10000000000026388772,6E7BC4EF-125C-4941-9C45-67A59933DBAB,2218.85,-2889.35,19,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
10000000000020619452,10000000000020619452,8F497C97-891D-4CC8-A8AC-4C53F71F6CAB,2559.0,-18488.34,300,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
10000000000027551545,10000000000027551545,a3629fcf-a27e-418b-a193-9d70247dc245,8892.02,-8165.21,128,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
18ac03ea-10ab-3cec-ba9d-acac41596ef6,18ac03ea-10ab-3cec-ba9d-acac41596ef6,78fd6eb8-40b7-4a90-8af4-5ec1763784d6,670.97,-693.15,12,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
ClFhOjfqctamij9Si_7Dxw,ClFhOjfqctamij9Si_7Dxw,1024BC6F-2A83-4CF7-B1BE-CC0CB361AEF6,0.0,-1033.47,10,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
493a0f9c-55c6-3c5d-8caf-ef2cb6935b62,493a0f9c-55c6-3c5d-8caf-ef2cb6935b62,2044F305-7A49-4E38-A3BF-AEE9A883B44F,0.0,-22.15,1,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
acc_00009hk1YIbgAtaVYHQjdR,acc_00009hk1YIbgAtaVYHQjdR,1ba0ab50-d7b5-486a-91b0-6288dcfa806e,55.0,-55.0,4,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
8ee02ae6-c8d9-4e97-9a05-7c282da73202,8ee02ae6-c8d9-4e97-9a05-7c282da73202,5e8585a5-9ff3-4a51-a670-4096041c0ee2,0.0,-0.93,1,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
acc_0000AC1m54eiLuISJALoq9,acc_0000AC1m54eiLuISJALoq9,6d1c1479-74a1-4cca-bf60-4f236498f4e6,248.38,-1816.55,180,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000027140870,10000000000027140870,5e43379c-1506-41fd-ad9b-fa99a2b5acbb,6771.4,-6768.2,180,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_0000AqryP8hWAwRgUFWSI5,acc_0000AqryP8hWAwRgUFWSI5,3e19abaa-4af5-4354-99cd-b54874e15c07,537.5,-465.75,11,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
0a2255de-36f5-3e6c-aa7f-fc3e82c28623,0a2255de-36f5-3e6c-aa7f-fc3e82c28623,8c615f45-8de9-45d9-aefa-a11f08230a52,19538.16,-20326.34,157,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
3B3AB546923A6F18F25E63DCC7CE5D49,3B3AB546923A6F18F25E63DCC7CE5D49,6510886C-D07A-45DC-958E-ECF16C86EE73,0.0,-540.32,30,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
79531252,79531252,81ee4f4f-200c-4a15-a04d-93bf70d0fc8c,1443.73,-1446.45,96,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000023626640,10000000000023626640,8e803cd2-37af-4c05-b1ec-77a677648452,3938.26,-37308.89,140,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
a57fc634-59ba-387d-a63b-aeca1f3b16a5,a57fc634-59ba-387d-a63b-aeca1f3b16a5,f0576f6a-5e45-4649-b307-20b95377ef55,1221.27,-1955.34,62,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
0293567f-a6e6-351d-a487-771156baacb4,0293567f-a6e6-351d-a487-771156baacb4,ce70d370-3c48-457f-bff9-d2b67ddc68e7,3246.59,-3244.17,146,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000017182468,10000000000017182468,f0fbfe7a-1e1a-4d96-aec5-b0bed02caedd,6193.5,-6196.9,446,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
acc_00009OmmX5qmK2dbldA7aj,acc_00009OmmX5qmK2dbldA7aj,60941d3c-acbf-48c2-8194-4da571fd4f6a,2110.94,-2131.11,80,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_0000Ajj8c3VbiYHVPd2yIr,acc_0000Ajj8c3VbiYHVPd2yIr,5e8f3774-e99d-47a4-97da-6bd3eedfbc71,1695.67,-2616.19,94,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026389292,10000000000026389292,B8E32D42-D22C-44B5-8690-309AAF10692A,43.67,-1644.71,27,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
524013E1F10DC162B3085B025453A0AA,524013E1F10DC162B3085B025453A0AA,BD96FFA6-694B-4325-AB67-C6246C5585FF,1576.83,-1552.2,81,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
8156429922CE015C7AC1852167948748,8156429922CE015C7AC1852167948748,4BB8D983-DC94-4A9B-94AE-769A8DAA3E16,12147.44,-11969.86,312,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
61a75fb4-5277-32c8-8175-5c781519cdd0,61a75fb4-5277-32c8-8175-5c781519cdd0,EE6207F0-68A3-4745-B834-4B06B14307A8,403.61,-2358.88,50,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
c05e7d0e-a54c-44b2-bfde-659ae1e5404c,c05e7d0e-a54c-44b2-bfde-659ae1e5404c,6002a60e-1283-4dec-b5d9-a989bcba5ba5,1815.99,-2150.0,57,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
55a0c298-a3dd-41f7-acc8-90d5df01302b,55a0c298-a3dd-41f7-acc8-90d5df01302b,e1d81273-3dc9-44b3-85c7-29ae7a59aa18,1918.56,-1508.85,35,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
500972e6-fef4-4ad3-8301-15c3c0d4d5d0,500972e6-fef4-4ad3-8301-15c3c0d4d5d0,093c62bb-df47-4636-b1a8-901ffe009001,4878.08,-6195.96,180,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026596084,10000000000026596084,cb5519f9-819f-4c11-90f9-3f1c9f082c5f,486.94,-88.94,38,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
4ad67f36-662f-3565-903c-4b097cf9a658,4ad67f36-662f-3565-903c-4b097cf9a658,38bfe723-f27d-4814-865b-591181a82076,90.0,-90.0,4,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
B285BB6E00280F9BFEF8D8A2CAFCC799,B285BB6E00280F9BFEF8D8A2CAFCC799,56a0470a-ac45-4ad8-8eca-2509d84d19fe,100.0,-100.9,3,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
94b1b58c-bd6c-3084-8257-ea55295718a9,94b1b58c-bd6c-3084-8257-ea55295718a9,85ab94f2-bcce-4873-ab80-cd0919c5bdae,38201.08,-39511.28,788,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
2c786f93-6197-316c-92d8-050a9e3b643c,2c786f93-6197-316c-92d8-050a9e3b643c,2c233496-c6d4-405e-ac8a-5f4023c448b5,14.0,-14.0,2,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
TkLx-k4MEIDrix1UCrGhJF7vz1H4DmEPRTfkFocS,TkLx-k4MEIDrix1UCrGhJF7vz1H4DmEPRTfkFocS,68908def-83f4-40aa-a344-3fc39b651392,4146.83,-4549.58,192,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
8c599066-7233-345c-91c4-1252c5f957cd,8c599066-7233-345c-91c4-1252c5f957cd,c8c2dd0c-9ff3-41d4-955d-945f978de21a,3.06,-596.51,22,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_0000AZlRmfCoExz1QFVGsr,acc_0000AZlRmfCoExz1QFVGsr,544e7472-f17b-4255-a3e0-474e82ecb6d8,5986.78,-5985.36,276,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
acc_0000A8RaWzeODtlGHXIfti,acc_0000A8RaWzeODtlGHXIfti,7af25179-617f-4528-a53f-86a2519242f5,4661.04,-4175.53,155,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
dql69_vF6S3-rAsCweVV5A,dql69_vF6S3-rAsCweVV5A,BDFCB63E-2806-43BB-BE02-CB5AA89DBC04,333.39,-5529.81,107,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
pxfxg-f4FMt-mYK9MmaJfg,pxfxg-f4FMt-mYK9MmaJfg,198F7FB6-4230-4FEC-AD74-4AA3F4F2A106,0.0,-11899.54,26,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026636650,10000000000026636650,D9850635-FB97-439C-8BDE-D5F032907550,3792.14,-4247.55,124,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
da6696f6-d195-3ad7-9edf-5aa99f9eadc0,da6696f6-d195-3ad7-9edf-5aa99f9eadc0,9bcb96c8-d41a-49a4-9a37-4dd1151061e2,208.5,-270.1,24,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026547917,10000000000026547917,59B81135-66AD-4BF7-90B8-B20A591F41EA,1000.0,-1369.74,16,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
0bedf6ee-7027-48ed-9201-4862016cc161,0bedf6ee-7027-48ed-9201-4862016cc161,f10f81b1-d097-4f54-ba6e-52c586f55e20,7431.31,-8579.75,269,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
b3744483-ad21-41da-83bc-81355ef47f2a,b3744483-ad21-41da-83bc-81355ef47f2a,2c7d6f34-8efb-4ff7-8bf8-8156181902fc,5307.97,-5332.27,58,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009lkKbhjXIHpZU6k4xt,acc_00009lkKbhjXIHpZU6k4xt,6aa5f258-b939-46b4-98c6-ac5c862e69a6,341.61,-631.19,27,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000027147351,10000000000027147351,7D230457-95A5-4747-A3FC-7046A565B9C7,2236.12,-6900.0,3,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
acc_0000A4wnBa9uwQGDfEL82D,acc_0000A4wnBa9uwQGDfEL82D,ceeb1f00-3b72-4810-a462-cb2231a73df1,54.7,-62.31,4,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
B18DE5A4DA10C5178FEACC82EAA88FA1,B18DE5A4DA10C5178FEACC82EAA88FA1,FD52C390-088F-40CD-9718-823998B6C2DB,199.0,-336.51,15,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
cac4fd26-4164-4271-903d-57067de00c5d,cac4fd26-4164-4271-903d-57067de00c5d,a085d045-769a-44d1-b096-2dcd7f3c51e6,0.0,-0.2,2,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
510de9c4-9900-356b-9625-ce203d62bf72,510de9c4-9900-356b-9625-ce203d62bf72,5b982903-0281-4ad5-ac06-a203031e8e61,69.5,-69.5,4,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
06710A01DEB51D441FAB42781119C605,06710A01DEB51D441FAB42781119C605,8f858800-1067-4058-b8ad-d21f70f56322,10462.18,-4169.9,12,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
rXWu8cF2NVxsGCJ83jtZFHZYO4QepLHqfXDmunHnw3ZSBpQRfbou8M7AS_e0dcSil32WWg1FNJD--EgrcOeMsm_tbnR6Gehud8ZBFoYdJZYtV9ReLh0YNf5xmiMpOTtI,rXWu8cF2NVxsGCJ83jtZFHZYO4QepLHqfXDmunHnw3ZSBpQRfbou8M7AS_e0dcSil32WWg1FNJD--EgrcOeMsm_tbnR6Gehud8ZBFoYdJZYtV9ReLh0YNf5xmiMpOTtI,c438a7b9-3f0c-4983-8116-bc6e27007cc5,147.78,-2.72,3,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
